,ID,SMILES,"Tg, K",METHOD ID,METHOD NAME
236,93,Ic1ccc(cc1)Cc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,602.0,10,"Tsoft, K"
237,93,Ic1ccc(cc1)Cc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,670.0,11,"Tg, K  (calc)"
238,95,Ic1cccc(c1)Cc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,581.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
239,95,Ic1cccc(c1)Cc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,572.0,2,"Tg (TMA), K, (exp), Vacuum 300C"
240,95,Ic1cccc(c1)Cc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,618.0,5,"Tg (TBA), K, (exp),  N2 300 C"
241,95,Ic1cccc(c1)Cc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,570.0,11,"Tg, K  (calc)"
242,96,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,618.0,7,"Tg (DSC), K"
243,96,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,701.0,11,"Tg, K  (calc)"
244,97,Ic1cccc(c1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,569.0,7,"Tg (DSC), K"
245,97,Ic1cccc(c1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,608.0,11,"Tg, K  (calc)"
246,98,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,545.0,7,"Tg (DSC), K"
247,98,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,568.0,11,"Tg, K  (calc)"
248,99,Cc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Cc1ccc(c(c1)C)I,547.0,7,"Tg (DSC), K"
249,99,Cc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Cc1ccc(c(c1)C)I,671.0,11,"Tg, K  (calc)"
250,100,Ic1ccc2c(c1)Cc1c2ccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,595.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
251,100,Ic1ccc2c(c1)Cc1c2ccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,684.0,11,"Tg, K  (calc)"
252,101,Ic1ccc(nc1)Sc1ccc(cn1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,632.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
253,101,Ic1ccc(nc1)Sc1ccc(cn1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,575.0,11,"Tg, K  (calc)"
254,102,Ic1ccc(cc1)Sc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,673.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
255,102,Ic1ccc(cc1)Sc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,615.0,11,"Tg, K  (calc)"
256,105,Ic1cc(cc(c1)C(=O)O)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,559.0,9,"Tg (unknown method), K"
257,105,Ic1cc(cc(c1)C(=O)O)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,515.0,11,"Tg, K  (calc)"
258,108,O=C1N(C(=O)c2c1cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1C)Cc1ccc(c(c1)C)I,545.0,9,"Tg (unknown method), K"
259,108,O=C1N(C(=O)c2c1cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1C)Cc1ccc(c(c1)C)I,533.0,11,"Tg, K  (calc)"
260,109,IN1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)I)C,563.0,7,"Tg (DSC), K"
261,109,IN1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)I)C,618.0,11,"Tg, K  (calc)"
262,111,Ic1ccc(c(c1)C)Cc1ccc(cc1C)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,542.0,9,"Tg (unknown method), K"
263,111,Ic1ccc(c(c1)C)Cc1ccc(cc1C)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,533.0,11,"Tg, K  (calc)"
264,112,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,537.0,7,"Tg (DSC), K"
265,112,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,535.0,9,"Tg (unknown method), K"
266,112,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,522.0,10,"Tsoft, K"
267,112,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,523.0,11,"Tg, K  (calc)"
268,113,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)Oc1ccc2c(c1)C(=O)N(C2=O)I,638.0,9,"Tg (unknown method), K"
269,113,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)Oc1ccc2c(c1)C(=O)N(C2=O)I,538.0,11,"Tg, K  (calc)"
270,115,IN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)I)C,551.0,9,"Tg (unknown method), K"
271,115,IN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)I)C,526.0,11,"Tg, K  (calc)"
272,116,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,650.0,7,"Tg (DSC), K"
273,116,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,649.0,7,"Tg (DSC), K"
274,116,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,667.0,7,"Tg (DSC), K"
275,116,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,656.0,7,"Tg (DSC), K"
276,116,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,648.0,7,"Tg (DSC), K"
277,116,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,658.0,7,"Tg (DSC), K"
278,116,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,587.0,11,"Tg, K  (calc)"
279,117,IN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)c1cc(C)c(cc1C)I,628.0,7,"Tg (DSC), K"
280,117,IN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)c1cc(C)c(cc1C)I,604.0,7,"Tg (DSC), K"
281,117,IN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)c1cc(C)c(cc1C)I,620.0,11,"Tg, K  (calc)"
282,119,Ic1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)C,563.0,7,"Tg (DSC), K"
283,119,Ic1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)C,615.0,9,"Tg (unknown method), K"
284,119,Ic1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)C,580.0,11,"Tg, K  (calc)"
285,120,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,545.0,7,"Tg (DSC), K"
286,120,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,588.0,7,"Tg (DSC), K"
287,120,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,554.0,11,"Tg, K  (calc)"
288,122,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,571.0,7,"Tg (DSC), K"
289,122,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,583.0,7,"Tg (DSC), K"
290,122,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,581.0,11,"Tg, K  (calc)"
291,124,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,577.0,4,"Tg (TMA), K, (exp) unknown conditions"
292,124,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,578.0,7,"Tg (DSC), K"
293,124,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,593.0,7,"Tg (DSC), K"
294,124,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,573.0,7,"Tg (DSC), K"
295,124,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,603.0,7,"Tg (DSC), K"
296,124,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,595.0,11,"Tg, K  (calc)"
297,125,Ic1cccc(c1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,527.0,7,"Tg (DSC), K"
298,125,Ic1cccc(c1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,545.0,11,"Tg, K  (calc)"
299,126,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,490.0,7,"Tg (DSC), K"
300,126,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,491.0,11,"Tg, K  (calc)"
301,128,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc2c(c1)C(=O)N(C2=O)I,538.0,7,"Tg (DSC), K"
302,128,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc2c(c1)C(=O)N(C2=O)I,508.0,11,"Tg, K  (calc)"
303,129,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,577.0,7,"Tg (DSC), K"
304,129,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,596.0,11,"Tg, K  (calc)"
305,130,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,532.0,7,"Tg (DSC), K"
306,130,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,493.0,11,"Tg, K  (calc)"
307,132,Clc1cc(I)cc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,550.0,7,"Tg (DSC), K"
308,132,Clc1cc(I)cc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,565.0,11,"Tg, K  (calc)"
309,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,4,"Tg (TMA), K, (exp) unknown conditions"
310,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,7,"Tg (DSC), K"
311,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,7,"Tg (DSC), K"
312,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,7,"Tg (DSC), K"
313,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,9,"Tg (unknown method), K"
314,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,9,"Tg (unknown method), K"
315,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,9,"Tg (unknown method), K"
316,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,9,"Tg (unknown method), K"
317,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,633.0,10,"Tsoft, K"
318,134,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,560.0,11,"Tg, K  (calc)"
319,136,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,525.0,7,"Tg (DSC), K"
320,136,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,538.0,7,"Tg (DSC), K"
321,136,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,527.0,7,"Tg (DSC), K"
322,136,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,564.0,11,"Tg, K  (calc)"
323,138,Ic1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,765.0,4,"Tg (TMA), K, (exp) unknown conditions"
324,138,Ic1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,641.0,11,"Tg, K  (calc)"
325,144,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1cccc(c1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,530.0,7,"Tg (DSC), K"
326,144,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1cccc(c1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,539.0,11,"Tg, K  (calc)"
327,152,Ic1cccc(c1)Oc1cccc(c1)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,520.0,6,"Tg (DTMA), K"
328,152,Ic1cccc(c1)Oc1cccc(c1)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,467.0,11,"Tg, K  (calc)"
329,161,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)c1ccc2c(c1)C(=O)N(C2=O)I,658.0,7,"Tg (DSC), K"
330,161,O=C1c2ccc(cc2C(=O)N1c1c(C)cc(c(c1C)I)C)c1ccc2c(c1)C(=O)N(C2=O)I,599.0,11,"Tg, K  (calc)"
331,162,O=C1c2cc(ccc2C(=O)N1c1cc2c(cc1C)c1c(S2(=O)=O)cc(c(c1)C)I)c1ccc2c(c1)C(=O)N(C2=O)I,763.0,7,"Tg (DSC), K"
332,162,O=C1c2cc(ccc2C(=O)N1c1cc2c(cc1C)c1c(S2(=O)=O)cc(c(c1)C)I)c1ccc2c(c1)C(=O)N(C2=O)I,656.0,11,"Tg, K  (calc)"
333,163,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,515.0,4,"Tg (TMA), K, (exp) unknown conditions"
334,163,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,502.0,4,"Tg (TMA), K, (exp) unknown conditions"
335,163,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,502.0,11,"Tg, K  (calc)"
336,164,FC(C(C(F)(F)F)(c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)I)(F)F,569.0,4,"Tg (TMA), K, (exp) unknown conditions"
337,164,FC(C(C(F)(F)F)(c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)I)(F)F,526.0,11,"Tg, K  (calc)"
338,170,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,565.0,7,"Tg (DSC), K"
339,170,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,581.0,7,"Tg (DSC), K"
340,170,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,573.0,9,"Tg (unknown method), K"
341,170,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,573.0,11,"Tg, K  (calc)"
342,172,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)c1ccc2c(c1)C(=O)N(C2=O)I,598.0,7,"Tg (DSC), K"
343,172,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)c1ccc2c(c1)C(=O)N(C2=O)I,533.0,9,"Tg (unknown method), K"
344,172,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)c1ccc2c(c1)C(=O)N(C2=O)I,569.0,11,"Tg, K  (calc)"
345,173,Ic1cc(C)c(c(c1)C)c1c(C)cc(cc1C)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,619.0,9,"Tg (unknown method), K"
346,173,Ic1cc(C)c(c(c1)C)c1c(C)cc(cc1C)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,614.0,11,"Tg, K  (calc)"
347,177,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,7,"Tg (DSC), K"
348,177,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,541.0,11,"Tg, K  (calc)"
349,180,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,493.0,6,"Tg (DTMA), K"
350,180,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,491.0,7,"Tg (DSC), K"
351,180,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,484.0,11,"Tg, K  (calc)"
352,181,Ic1cccc(c1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,520.0,7,"Tg (DSC), K"
353,181,Ic1cccc(c1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,528.0,11,"Tg, K  (calc)"
354,182,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)(C)C,568.0,4,"Tg (TMA), K, (exp) unknown conditions"
355,182,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)(C)C,583.0,7,"Tg (DSC), K"
356,182,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)(C)C,575.0,11,"Tg, K  (calc)"
357,183,Ic1cccc(c1)Oc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,560.0,7,"Tg (DSC), K"
358,183,Ic1cccc(c1)Oc1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,553.0,11,"Tg, K  (calc)"
359,185,Cc1cc(ccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Cc1ccc(c(c1)C)I,590.0,6,"Tg (DTMA), K"
360,185,Cc1cc(ccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Cc1ccc(c(c1)C)I,581.0,11,"Tg, K  (calc)"
361,186,Clc1cc(ccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Cc1ccc(c(c1)Cl)I,581.0,6,"Tg (DTMA), K"
362,186,Clc1cc(ccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Cc1ccc(c(c1)Cl)I,553.0,11,"Tg, K  (calc)"
363,188,O=C1N(C(=O)c2c1cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1Cl)Cc1ccc(c(c1)Cl)I,563.0,6,"Tg (DTMA), K"
364,188,O=C1N(C(=O)c2c1cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1Cl)Cc1ccc(c(c1)Cl)I,551.0,11,"Tg, K  (calc)"
365,189,IN1C(=O)c2c(C1=O)cc(cc2)C(c1ccc2c(c1)C(=O)N(C2=O)c1cc(ccc1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)I)C)(C(F)(F)F)C(F)(F)F,539.0,4,"Tg (TMA), K, (exp) unknown conditions"
